date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,rain_sum,relative_humidity_2m_max,relative_humidity_2m_min,sunshine_duration
2012-01-01,26.205751,30.562,23.112,0,80,43,36309.457
2012-01-02,26.0495,30.462,22.662,0,84,52,36034.824
2012-01-03,25.316164,31.212,20.662,0,95,48,36792.152
2012-01-04,25.411997,32.412,20.062,0,93,40,36897.8
2012-01-05,25.999504,32.512,20.412,0,93,36,36805.586
2012-01-06,25.818247,32.462,20.562,0,93,39,37101.312
2012-01-07,25.234917,32.211998,19.312,0,90,31,37303.37
2012-01-08,24.087,31.212,18.212,0,83,29,37407.023
2012-01-09,22.868248,29.962,16.862,0,84,31,37496.035
2012-01-10,22.962,29.662,16.962,0,87,31,37516.55
2012-01-11,23.847414,29.462,18.262001,0,84,38,37079.32
2012-01-12,24.534914,30.212,19.762001,0,65,33,37579.75
2012-01-13,24.780748,30.212,20.162,0,70,31,37609.81
2012-01-14,23.9245,29.962,18.512001,0,72,30,37640.875
2012-01-15,23.634916,31.762001,17.112,0,71,18,37672.914
2012-01-16,23.391167,30.262001,16.712,0,71,23,37706.023
2012-01-17,23.066168,31.012001,16.262,0,80,29,37740.645
2012-01-18,22.55783,28.462,17.362,0,91,46,37776.67
2012-01-19,21.882833,26.412,17.812,0,88,52,37814.027
2012-01-20,21.528666,27.412,16.462,0,90,43,37852.65
2012-01-21,23.005747,29.512001,17.212,0,92,39,37892.465
2012-01-22,23.107834,28.662,18.212,0,96,53,37933.406
2012-01-23,23.895332,29.012001,19.512001,0,92,51,37975.406
2012-01-24,24.5245,30.562,19.562,0,94,39,38018.395
2012-01-25,23.999498,29.862,19.312,0,96,44,38062.3
2012-01-26,23.853666,29.712,19.112,0,90,40,38107.074
2012-01-27,23.441168,30.112,18.212,0,92,39,38152.63
2012-01-28,23.201584,29.312,18.112,0,93,38,38198.918
2012-01-29,22.99325,29.512001,17.512001,0,92,32,38245.875
2012-01-30,23.101583,29.912,17.112,0,80,35,38293.43
2012-01-31,24.132833,30.512001,18.362,0,88,40,38341.535
2012-02-01,25.553665,33.062,19.912,0,88,25,38390.125
2012-02-02,26.234917,32.112,20.262001,0,72,34,38436.758
2012-02-03,26.151583,34.062,21.062,0,76,26,38469.17
2012-02-04,25.755747,31.262001,20.312,0,87,35,38500.84
2012-02-05,25.666168,31.662,20.062,0,89,33,38531.766
2012-02-06,25.50367,31.662,20.512001,0,85,40,38562.156
2012-02-07,24.957832,31.312,20.662,0,82,40,38592.04
2012-02-08,23.697416,29.562,19.412,0,74,31,38621.41
2012-02-09,22.878668,30.562,16.912,0,72,25,38650.266
2012-02-10,23.807833,31.962,16.712,0,77,24,38678.61
2012-02-11,23.999502,30.462,17.412,0,84,40,38706.43
2012-02-12,24.072416,30.462,17.662,0,98,41,38733.734
2012-02-13,24.38075,31.012001,18.662,0,93,38,38760.52
2012-02-14,24.680754,31.512001,19.062,0,95,39,38786.785
2012-02-15,24.828665,30.862,20.312,0,95,38,38812.527
2012-02-16,24.149498,30.412,19.062,0,80,25,38837.758
2012-02-17,24.201582,32.262,17.062,0,80,31,38862.47
2012-02-18,25.953665,32.912,18.862,0,82,27,38886.668
2012-02-19,27.314087,33.612,21.912,0,87,33,38910.355
2012-02-20,28.172417,37.312,21.512001,0,78,20,38933.535
2012-02-21,27.976583,36.512,21.312,0,82,21,38956.215
2012-02-22,27.495333,34.462,21.812,0,76,31,38978.395
2012-02-23,26.903664,34.262,20.612,0,91,24,39000.082
2012-02-24,26.962004,34.412,21.312,0,92,26,39021.28
2012-02-25,26.65158,34.612,20.062,0,82,27,39059.42
2012-02-26,27.653664,34.612,21.462,0,70,25,39075.52
2012-02-27,28.053665,35.612,21.412,0,67,25,39152.95
2012-02-28,26.34117,33.162,20.362,0,82,32,39169.152
2012-02-29,25.464087,32.262,19.562,0,95,31,39251.598
2012-03-01,24.697418,31.962,18.012001,0,94,28,39337.754
2012-03-02,24.03492,31.212,17.062,0,83,30,39355.38
2012-03-03,24.114082,29.862,19.162,0,94,43,39169.28
2012-03-04,26.112001,33.362,19.962,0,98,38,39233.445
2012-03-05,26.920332,34.412,19.812,0,92,35,39480.84
2012-03-06,26.203665,32.512,20.912,0,87,36,39577.9
2012-03-07,25.337,31.812,20.862,0,82,32,39594.71
2012-03-08,23.901583,28.012001,19.962,0,90,42,39610.496
2012-03-09,23.747416,29.712,18.412,0,92,33,39625.332
2012-03-10,24.637001,31.762001,18.462,0,91,30,39909.3
2012-03-11,25.162,31.712,19.312,0,87,38,39928.41
2012-03-12,25.99117,33.062,20.162,0,84,29,39946.59
2012-03-13,26.895334,34.512,21.312,0,71,29,40059.75
2012-03-14,29.343252,38.762,21.612,0,68,20,40273.523
2012-03-15,28.043253,33.562,22.862,0,76,38,40394.15
2012-03-16,27.093248,33.112,21.412,0,93,36,40314.836
2012-03-17,26.759918,33.062,21.462,0,96,38,40333.934
2012-03-18,26.755747,32.712,21.562,0,92,45,40561.285
2012-03-19,27.020332,33.562,20.962,0,95,36,40794.285
2012-03-20,27.322416,33.962,21.612,0,96,38,40924.906
2012-03-21,26.8995,32.912,21.512001,0,94,46,41057.734
2012-03-22,26.730751,32.262,21.812,0,99,48,41192.74
2012-03-23,26.757833,32.412,21.862,0,95,49,41217.113
2012-03-24,27.872416,34.162,22.112,0,98,44,41335.668
2012-03-25,27.499502,32.812,22.362,0,99,54,41393.426
2012-03-26,27.541168,32.462,22.712,0,100,54,40112.227
2012-03-27,27.789083,32.462,23.562,0,99,53,41508.508
2012-03-28,27.703667,32.312,23.012001,0,98,59,40484.76
2012-03-29,27.639084,32.412,23.712,0,96,55,41622.742
2012-03-30,27.832832,32.062,24.412,0,98,56,40380.934
2012-03-31,28.128664,33.012,24.062,0,94,45,41133.082
2012-04-01,28.52658,33.712,24.062,0.2,92,52,41791.875
2012-04-02,28.895334,32.762,24.062,0.4,97,60,41847.51
2012-04-03,29.126585,33.762,25.862,0,88,55,39939.55
2012-04-04,28.482834,32.912,26.312,0.1,87,59,40288.68
2012-04-05,28.655748,33.412,25.562,0,85,47,41465.17
2012-04-06,28.497414,33.762,24.712,0,91,42,41087.418
2012-04-07,28.391167,34.062,24.162,0,89,38,42119.234
2012-04-08,28.516167,33.762,24.012001,0,90,49,42172.957
2012-04-09,28.555748,33.162,25.212,0,89,53,41247.242
2012-04-10,28.822416,33.812,26.162,0,84,49,40436.324
2012-04-11,28.612001,33.262,25.712,0,83,51,41113.41
2012-04-12,28.41408,32.662,25.512001,0,85,54,42212.613
2012-04-13,28.845337,34.912,23.512001,0,90,35,42386.742
2012-04-14,29.791166,35.112,24.862,0,89,38,42428.355
2012-04-15,29.455748,34.112,25.962,0.3,91,50,41813.316
2012-04-16,28.791162,33.912,25.012001,0,99,55,42510.195
2012-04-17,29.401579,34.412,26.062,0,90,49,39021.95
2012-04-18,28.914083,33.612,25.712,0,91,48,42539.08
2012-04-19,28.820333,32.662,25.662,1.8,89,56,42628.52
2012-04-20,29.887001,35.112,24.562,1.2,98,50,42666.54
2012-04-21,30.409918,34.912,26.462,0,89,51,42703.734
2012-04-22,30.812002,35.912,26.962,0,82,44,42740.055
2012-04-23,29.555754,34.512,25.962,0,82,39,42775.438
2012-04-24,28.443254,33.362,24.212,0,89,43,42809.816
2012-04-25,28.741165,33.462,24.962,0,90,49,42843.125
2012-04-26,29.139082,34.512,24.562,0,94,44,42875.68
2012-04-27,29.55367,34.812,25.112,0,92,40,42544.65
2012-04-28,29.230745,34.112,25.562,0,89,45,42939.15
2012-04-29,28.791162,34.212,24.812,0,92,39,42970.016
2012-04-30,28.37242,32.362,25.212,0,90,48,42460.28
2012-05-01,28.701578,32.762,25.462,0,87,49,43029.844
2012-05-02,28.995333,32.812,25.762001,0,83,49,43058.758
2012-05-03,28.666162,33.212,25.162,0,88,46,43086.953
2012-05-04,28.634916,32.162,25.362,0,82,53,42786.65
2012-05-05,28.653664,32.012,25.662,0,81,53,43141.105
2012-05-06,28.839083,32.362,25.712,0,85,52,43166.992
2012-05-07,28.803667,32.812,25.562,0,82,48,43192.055
2012-05-08,29.30575,33.962,25.862,0,85,47,43200
2012-05-09,28.909918,33.062,26.462,0,89,51,42126.047
2012-05-10,29.120333,32.962,26.862,0,89,56,41329.836
2012-05-11,29.197412,33.662,26.062,0,88,53,41460.145
2012-05-12,29.30783,34.012,26.912,0.2,83,52,43200
2012-05-13,28.966164,33.012,26.162,0,86,48,43200
2012-05-14,29.320333,33.412,25.862,0,87,48,43200
2012-05-15,29.520332,34.262,25.662,0,88,48,43200
2012-05-16,29.572416,33.612,26.762001,0,86,51,41663.89
2012-05-17,29.568253,33.112,26.662,0,84,52,43200
2012-05-18,29.920328,34.262,26.312,0,90,48,43200
2012-05-19,29.68492,34.462,26.662,0,88,44,43200
2012-05-20,29.251587,33.612,25.912,0,88,45,43074.332
2012-05-21,29.253664,32.562,26.912,0,87,57,43200
2012-05-22,28.743254,32.262,26.712,0,89,53,42901.06
2012-05-23,29.403664,33.012,26.562,0,90,54,43180.805
2012-05-24,29.620337,33.562,26.862,0,89,53,39686.95
2012-05-25,29.601585,32.962,26.762001,0,88,55,43200
2012-05-26,29.243248,31.912,26.812,0,89,57,42864.92
2012-05-27,29.514086,33.262,27.162,0,87,55,43148.273
2012-05-28,29.101583,32.112,26.512001,0.1,90,55,42421.39
2012-05-29,29.595335,32.962,27.162,0,93,53,43200
2012-05-30,29.424501,32.512,27.212,0,88,57,40108.137
2012-05-31,29.570333,32.812,26.712,0.1,87,54,43200
2012-06-01,29.759916,33.112,26.862,0,86,50,43200
2012-06-02,30.078667,33.612,26.862,0,91,56,43200
2012-06-03,29.982836,34.012,26.912,3.2,91,58,42561.918
2012-06-04,28.666166,32.262,26.462,6.2000003,93,69,42145.938
2012-06-05,27.157837,29.562,25.762001,16.7,95,81,26292.893
2012-06-06,26.774498,29.462,25.362,20.900002,93,77,12724.405
2012-06-07,27.532831,30.762001,24.762001,12.400001,95,71,37953.285
2012-06-08,28.103668,30.912,25.662,8.000001,93,70,39366.75
2012-06-09,28.147417,30.512001,26.012001,6.2,94,71,38404.875
2012-06-10,27.726583,29.912,26.062,4.2000003,94,77,38848.15
2012-06-11,27.528671,30.112,25.662,14.599999,93,73,38391.76
2012-06-12,26.841166,29.112,25.312,83.3,97,80,12459.511
2012-06-13,27.578669,30.962,24.762001,8.2,93,73,26972.291
2012-06-14,28.11825,32.262,25.262001,6.5,93,70,39597.418
2012-06-15,27.40158,29.912,25.312,3.7,93,80,39059.793
2012-06-16,27.734917,30.362,25.712,20.900002,95,76,33328.367
2012-06-17,26.272413,27.712,24.962,79,95,89,12114.696
2012-06-18,25.268251,26.212,24.312,67.899994,95,89,0
2012-06-19,27.564081,30.062,25.462,7.8999996,93,78,26403.363
2012-06-20,27.939085,30.362,26.062,7.6000004,92,76,39172.027
2012-06-21,27.41825,30.262001,25.262001,5.5000005,93,72,26128.693
2012-06-22,27.753664,30.762001,25.412,4.0000005,91,75,30923.09
2012-06-23,27.626587,30.462,25.412,3.6000001,93,74,34102.684
2012-06-24,26.809916,29.112,25.562,7.2,96,79,28812.277
2012-06-25,26.73075,28.912,25.362,7.9999986,96,80,28872.715
2012-06-26,26.905752,29.562,25.262001,13.6,95,79,33770.203
2012-06-27,26.33283,28.412,25.062,14,96,79,35819.207
2012-06-28,26.218246,27.712,24.712,13.6,96,83,2823.605
2012-06-29,26.03908,28.462,24.512001,22.400002,94,81,203.43681
2012-06-30,26.016167,27.612,24.462,65.299995,94,84,0
2012-07-01,26.20575,28.012001,24.512001,36.2,97,83,9807.652
2012-07-02,25.957834,28.962,24.612,56.899998,96,80,11181.423
2012-07-03,26.109917,27.562,25.212,38.499996,94,83,10323.326
2012-07-04,26.364082,28.562,25.412,20.2,94,80,32914.902
2012-07-05,26.966166,28.862,25.412,9.4,93,79,32918.87
2012-07-06,26.462,28.212,25.262001,12.600001,96,84,26755.768
2012-07-07,27.16825,29.662,25.512001,7.7,96,80,26287.852
2012-07-08,27.155752,30.112,25.662,18.3,95,76,5878.793
2012-07-09,26.86825,28.912,25.112,7.2999997,97,81,31768.887
2012-07-10,26.6745,29.512001,24.912,23.9,97,80,35448.74
2012-07-11,26.31825,28.362,25.112,58.000004,96,84,25448.031
2012-07-12,26.228666,28.662,24.612,15.699998,95,80,26548.39
2012-07-13,26.601583,28.612,24.812,12.700001,94,78,38885.812
2012-07-14,26.961996,29.012001,24.912,5.599999,94,82,38853.04
2012-07-15,26.85575,29.312,25.212,6.7000003,94,78,32188.088
2012-07-16,26.272417,28.562,25.062,9.900001,95,82,7424.986
2012-07-17,26.012,28.862,24.812,23.100002,96,79,22379.695
2012-07-18,25.730745,27.262001,24.612,25.8,96,88,449.3598
2012-07-19,26.634918,28.312,25.512001,16.5,95,82,3879.9158
2012-07-20,26.532835,27.812,25.462,11.200001,96,85,11670.136
2012-07-21,27.501585,29.212,26.362,9.1,93,81,36372.703
2012-07-22,27.355751,28.862,26.462,6.8999996,92,80,17559.883
2012-07-23,26.74325,28.362,25.762001,9.200001,95,82,31150.047
2012-07-24,27.087,30.012001,25.662,13.8,93,74,39368.277
2012-07-25,26.62033,28.562,25.862,29.100002,93,83,17622.383
2012-07-26,26.120333,26.862,25.562,22.599998,97,89,493.41248
2012-07-27,27.097418,28.962,25.662,8.599998,93,79,33229.605
2012-07-28,26.751581,28.712,25.912,14.500001,93,81,25437.479
2012-07-29,26.530754,28.612,25.062,16.5,94,81,15592.089
2012-07-30,26.537,28.812,24.862,27.9,94,82,14460.286
2012-07-31,25.953669,27.112,24.362,38.7,94,86,25064.508
2012-08-01,26.432833,28.112,24.562,19.2,94,82,36094.586
2012-08-02,26.257833,28.562,25.412,20.5,94,82,20946.254
2012-08-03,26.05992,27.012001,25.212,18.4,95,89,15009.586
2012-08-04,26.578665,27.912,25.362,18.800001,94,83,6056.926
2012-08-05,26.912,28.662,25.712,16.000002,94,83,2043.3142
2012-08-06,26.157831,27.362,25.362,16.999998,95,89,0
2012-08-07,26.445333,28.712,25.412,12.900001,95,82,22243.51
2012-08-08,26.34117,28.362,25.062,20.4,96,85,38329.87
2012-08-09,25.826584,27.112,24.662,26.699999,96,88,32542.46
2012-08-10,25.830748,27.062,24.912,25.300001,96,88,3086.3574
2012-08-11,25.86825,27.612,24.362,20.500002,96,86,14106.818
2012-08-12,25.972418,27.662,24.762001,20.500002,95,83,35642.934
2012-08-13,26.693247,28.412,24.662,8.2,96,81,34924.92
2012-08-14,26.805748,29.262001,25.212,5,96,77,35299.188
2012-08-15,26.805754,29.812,25.212,4.9,95,78,33495.195
2012-08-16,26.912,29.712,25.162,4.3,95,75,35453.42
2012-08-17,26.364082,28.912,24.262001,5.299999,94,78,32848.43
2012-08-18,26.039085,27.962,24.462,5.899999,94,81,34729.707
2012-08-19,26.249502,27.862,24.862,7.9999995,95,83,4722.4746
2012-08-20,26.137,27.912,24.762001,7,96,83,21542.012
2012-08-21,26.35575,28.862,23.962,4.5,96,79,35376.246
2012-08-22,26.482836,29.562,24.662,4.2,96,74,30002.566
2012-08-23,27.103666,30.212,24.512001,2.5,95,75,37678.617
2012-08-24,27.399504,30.112,24.662,3,95,75,33019.805
2012-08-25,27.212,30.662,24.812,4.7,93,71,37383.21
2012-08-26,25.609917,26.962,24.562,11.5,95,83,14134.088
2012-08-27,25.026583,25.862,24.212,25.1,98,90,0
2012-08-28,25.351583,27.062,24.412,39.000004,98,90,0
2012-08-29,25.293251,27.162,24.412,30.7,97,85,3951.2822
2012-08-30,25.659918,27.812,24.212,11.1,96,84,21818.748
2012-08-31,25.753668,27.212,24.612,42.899998,96,87,22455.494
2012-09-01,25.857832,27.262001,24.562,46.299995,95,88,1564.3457
2012-09-02,26.097418,28.412,24.812,28.7,97,84,18904.836
2012-09-03,25.726583,27.262001,24.862,43.199997,97,89,14458.12
2012-09-04,25.359917,26.562,24.562,41.100002,96,90,548.56683
2012-09-05,25.745333,27.262001,24.612,15.9,97,89,10638.773
2012-09-06,26.203669,28.712,24.812,11.499999,96,82,33660.94
2012-09-07,25.953667,27.912,24.812,16.800001,96,85,34155.09
2012-09-08,26.26825,28.962,24.962,9.199999,98,81,35787.793
2012-09-09,26.38075,28.962,24.862,8.700001,98,80,35124.69
2012-09-10,26.043253,28.212,24.662,16.6,97,81,25476.959
2012-09-11,25.957834,28.212,24.462,6.8000007,96,83,7383.632
2012-09-12,26.27658,28.612,24.612,4.8999996,95,80,31318.434
2012-09-13,26.299501,29.062,24.212,4.4,96,80,34172.977
2012-09-14,26.480751,29.062,24.112,3.6000001,96,80,37722.51
2012-09-15,26.387,28.912,24.862,4.4999995,95,80,33276.504
2012-09-16,26.678667,29.562,24.862,4.3,96,78,35545.793
2012-09-17,26.578661,29.662,24.312,3.3999999,95,77,36099.246
2012-09-18,26.345339,29.262001,24.512001,3.1000004,96,80,37257.27
2012-09-19,26.25783,30.362,23.262001,1.4,98,72,39280.83
2012-09-20,26.497416,30.062,23.912,1.2,95,73,36377.043
2012-09-21,26.180748,28.962,23.712,1.4000001,96,76,35394.88
2012-09-22,26.291166,28.662,23.412,2,95,73,37825.438
2012-09-23,26.259916,30.512001,22.462,0.2,97,59,37939.55
2012-09-24,25.968252,29.212,23.012001,1.9000002,93,71,36678.26
2012-09-25,26.505753,29.962,23.062,0.8,95,71,39273.387
2012-09-26,26.926582,30.612,23.812,0.6,97,71,37189.055
2012-09-27,27.34533,30.562,25.112,0.6,94,72,39001.465
2012-09-28,26.739082,30.012001,24.262001,14.7,96,78,32981.703
2012-09-29,27.139086,31.012001,24.762001,7.7000003,95,70,34310.664
2012-09-30,26.872416,31.312,24.612,20.9,97,69,25963.453
2012-10-01,26.132833,29.762001,24.562,22.399998,97,81,24608.035
2012-10-02,25.991165,28.112,24.262001,20.899996,97,87,15236.731
2012-10-03,26.222418,28.512001,24.762001,18.7,95,85,22491.041
2012-10-04,26.343248,29.212,24.762001,23.9,94,81,28591.986
2012-10-05,25.726585,27.012001,24.612,43.700005,95,86,13356.929
2012-10-06,26.391167,28.612,24.562,11.400001,96,79,23041.307
2012-10-07,26.549501,28.812,24.112,1.3000002,98,78,36913.656
2012-10-08,26.243248,28.762001,24.412,10.199999,98,75,34060.887
2012-10-09,26.953667,30.612,24.512001,10,98,74,35232.047
2012-10-10,27.453667,32.262,23.762001,0.5,98,61,36028.99
2012-10-11,27.70575,32.062,25.062,2.1,100,64,38398.83
2012-10-12,28.384918,32.862,23.412,0,98,53,38403.195
2012-10-13,28.768248,34.912,24.262001,0,99,36,38610.086
2012-10-14,28.499502,34.462,23.612,0,98,34,39138.336
2012-10-15,27.597418,33.662,22.062,0,91,42,39020.887
2012-10-16,27.930748,34.212,22.812,0,97,35,38712.895
2012-10-17,27.94325,34.162,22.412,0,95,33,38887.734
2012-10-18,27.81825,34.512,22.312,0,82,32,38775.58
2012-10-19,28.02242,33.912,22.262001,0,80,38,38665.793
2012-10-20,28.284918,33.262,23.512001,0,80,47,32507.775
2012-10-21,28.922417,32.612,26.562,1,79,51,27893.047
2012-10-22,28.87033,32.712,26.662,0.2,82,52,34362.418
2012-10-23,28.945335,34.062,26.012001,0,87,46,37157.67
2012-10-24,28.6495,33.162,24.912,0,92,49,38234.363
2012-10-25,28.995333,34.712,24.562,0,93,38,38218.133
2012-10-26,28.561996,33.162,24.462,0,96,51,37286.35
2012-10-27,29.087,33.212,25.062,0,91,44,38130.387
2012-10-28,29.06825,34.112,24.462,0,81,41,38107.457
2012-10-29,28.047417,33.312,23.812,0,87,43,37900.79
2012-10-30,27.016167,32.512,21.712,0,78,29,35652.254
2012-10-31,26.73075,32.612,22.412,0,76,40,36316.934
2012-11-01,25.687002,29.012001,23.212,0.8,86,49,7347.586
2012-11-02,26.93908,30.912,23.012001,0.6,96,64,35925.41
2012-11-03,27.468252,30.512001,25.012001,0.6,92,70,36689.477
2012-11-04,27.522415,31.462,23.762001,0.2,95,63,36455.188
2012-11-05,27.266165,31.062,24.312,1.3000001,98,68,36576.777
2012-11-06,27.832832,31.562,23.562,0,100,61,37046.92
2012-11-07,28.518251,32.112,25.112,0,96,52,37278.125
2012-11-08,27.587,32.062,23.812,0,95,57,37620.383
2012-11-09,27.541166,33.012,22.562,0,97,47,36929.906
2012-11-10,27.584915,32.962,22.812,0,95,49,37607.836
2012-11-11,27.686996,32.862,23.262001,0,98,48,37488.58
2012-11-12,27.401583,32.562,23.312,0,97,46,36815.562
2012-11-13,27.739084,33.512,23.362,0,96,36,36924.703
2012-11-14,27.614082,33.512,22.762001,0,93,31,37248.68
2012-11-15,27.016167,32.312,21.612,0,86,34,37349.793
2012-11-16,26.920334,32.312,21.912,0,84,32,37341.39
2012-11-17,25.8995,32.211998,19.962,0,79,23,37437.31
2012-11-18,25.003668,31.312,18.062,0,74,28,37322.453
2012-11-19,25.072418,32.812,18.812,0,77,23,37209.582
2012-11-20,25.016167,31.362,17.912,0,80,38,37098.85
2012-11-21,25.857832,31.762001,19.912,0,83,40,36990.367
2012-11-22,26.514084,33.212,19.862,0,90,37,36786.562
2012-11-23,27.966166,33.262,23.212,0,73,39,36203.97
2012-11-24,27.8245,32.862,23.462,0,76,49,36585.273
2012-11-25,28.241163,33.912,23.862,0,81,41,36488.777
2012-11-26,27.68075,32.712,23.462,0,87,46,36304.13
2012-11-27,27.591164,33.262,23.012001,0,86,42,36483.29
2012-11-28,27.139084,32.912,22.512001,0,89,41,36392.277
2012-11-29,26.528666,32.362,21.712,0,81,40,36390.105
2012-11-30,26.097414,32.712,20.862,0,82,33,36387.484
2012-12-01,25.41408,32.512,18.862,0,85,37,36384.402
2012-12-02,25.547415,32.162,20.262001,0,94,40,36140.844
2012-12-03,26.55575,33.512,21.612,0,93,30,36220.69
2012-12-04,27.553663,33.562,22.362,0,78,40,36144.23
2012-12-05,28.372416,34.162,22.662,0.3,81,43,36071.62
2012-12-06,28.837004,32.462,26.062,0,84,55,36003.055
2012-12-07,28.253664,32.762,24.412,0,88,43,36000
2012-12-08,27.76825,33.462,23.212,0,88,38,36000
2012-12-09,27.061998,32.612,22.262001,0,97,51,36016.438
2012-12-10,27.118248,33.212,22.862,0,98,37,36045.348
2012-12-11,25.862,32.312,20.562,0,90,37,36047.07
2012-12-12,25.022415,31.612,19.912,0,97,38,36048.168
2012-12-13,24.055748,30.312,18.612,0,98,42,36048.633
2012-12-14,23.764082,30.962,17.762001,0,98,41,36081.516
2012-12-15,24.826584,31.412,19.312,0,95,40,36080.676
2012-12-16,25.768251,33.662,19.462,0,85,29,36012.46
2012-12-17,25.932837,32.612,20.262001,0,76,32,36078.348
2012-12-18,26.08075,32.562,20.712,0,77,36,36000
2012-12-19,25.564085,32.012,19.512001,0,74,33,36075.133
2012-12-20,25.955748,32.462,20.262001,0,74,34,36146.918
2012-12-21,26.08075,34.062,20.712,0,84,31,36221.766
2012-12-22,26.330744,34.412,21.212,0,87,29,36068.49
2012-12-23,26.26825,33.612,21.062,0,81,31,36223.28
2012-12-24,26.170332,33.112,21.262001,0,87,34,36304.207
2012-12-25,26.041168,31.312,21.212,0,90,40,36306.03
2012-12-26,25.995333,32.062,21.712,0,71,31,36475.953
2012-12-27,24.914083,31.212,19.462,0,68,32,36480.77
2012-12-28,24.243254,30.362,17.662,0,74,37,36397.36
2012-12-29,24.728668,31.412,19.062,0,82,33,36489.293
2012-12-30,25.43492,30.212,20.162,0,83,54,36218.4
2012-12-31,26.797419,31.012001,23.462,0,85,55,36029.566
2013-01-01,27.124498,31.762001,23.812,0,84,52,36403.805
2013-01-02,26.468252,31.262001,22.962,0,89,49,36598.04
2013-01-03,26.099503,32.312,21.812,0,92,43,36897.34
2013-01-04,25.395338,31.862,20.412,0,86,37,36904.406
2013-01-05,24.087004,30.862,18.912,0,89,34,37200.707
2013-01-06,23.11825,30.012001,17.712,0,85,37,37196.74
2013-01-07,22.94117,30.212,16.562,0,89,34,37298.54
2013-01-08,24.051582,30.512001,17.812,0,91,34,37297.453
2013-01-09,25.1745,31.762001,19.962,0,88,37,37189.004
2013-01-10,25.414085,31.862,19.712,0,92,37,37407.117
2013-01-11,26.139084,32.612,20.062,0,86,39,37568.79
2013-01-12,26.49742,32.362,21.312,0,73,35,37598.902
2013-01-13,25.645334,33.012,18.212,0,71,31,37630.46
2013-01-14,25.518248,34.462,18.862,0,76,20,37663.39
2013-01-15,25.291168,32.612,18.762001,0,84,27,37697.63
2013-01-16,25.709915,33.212,19.312,0,86,31,37733.125
2013-01-17,25.28908,31.262001,19.162,0,94,39,37769.805
2013-01-18,24.616167,29.662,21.062,0,89,45,37807.598
2013-01-19,24.078667,30.212,18.612,0,85,40,37846.457
2013-01-20,24.99533,30.862,19.262001,0,85,41,37886.31
2013-01-21,24.762001,31.662,19.612,0,85,35,37927.082
2013-01-22,24.803667,31.612,18.562,0,91,39,37968.74
2013-01-23,24.557833,30.812,18.962,0,95,44,38011.203
2013-01-24,24.609915,31.162,18.662,0,98,39,38054.43
2013-01-25,24.620333,30.962,19.012001,0,86,34,38098.336
2013-01-26,24.674498,31.712,17.912,0,88,36,38142.89
2013-01-27,25.24742,32.012,19.312,0,82,34,37652.81
2013-01-28,25.439081,32.211998,19.962,0,81,32,38233.676
2013-01-29,24.67867,32.012,18.562,0,84,28,38279.8
2013-01-30,24.382833,31.612,18.362,0,80,26,38326.42
2013-01-31,25.037003,31.562,19.212,0,82,41,38373.992
2013-02-01,26.247414,32.162,21.362,0,88,36,38422.586
2013-02-02,26.193253,31.712,21.912,0,91,42,38459.125
2013-02-03,26.472418,32.612,21.412,0,94,39,38490.758
2013-02-04,25.545328,30.912,20.462,0,98,49,38521.965
2013-02-05,25.67658,30.562,21.762001,0,95,48,38552.734
2013-02-06,25.114084,29.612,21.912,0,88,46,38583.05
2013-02-07,24.5495,30.262001,19.862,0,84,42,38612.902
2013-02-08,23.964083,29.662,18.812,0,94,41,38642.27
2013-02-09,25.0245,32.162,18.962,0,98,40,38671.145
2013-02-10,26.61825,33.062,21.312,0,98,39,38699.516
2013-02-11,27.41825,32.512,22.912,0,90,41,38727.367
2013-02-12,28.255753,35.412,22.562,0,90,29,38754.688
2013-02-13,28.55158,36.062,23.312,0,75,26,38781.473
2013-02-14,28.320333,34.512,23.312,0,79,34,38807.707
2013-02-15,27.203667,31.362,23.212,0.70000005,86,60,38833.383
2013-02-16,26.264084,29.512001,23.512001,1.9000002,96,55,38858.492
2013-02-17,24.289085,29.712,20.162,0,87,28,38883.023
2013-02-18,24.999498,32.262,18.362,0,84,26,38906.973
2013-02-19,25.932833,33.062,18.912,0,89,31,38930.312
2013-02-20,27.137001,33.762,20.612,0,91,26,38952.977
2013-02-21,27.105751,33.762,20.962,0,88,35,38974.973
2013-02-22,27.391169,34.112,21.662,0,94,32,38996.32
2013-02-23,26.818247,32.412,22.212,0,90,41,39017.05
2013-02-24,27.022417,34.162,20.912,0,88,26,39037.188
2013-02-25,27.312002,33.112,21.012001,0,76,31,39071.395
2013-02-26,26.530752,32.362,20.762001,0,95,44,39085.93
2013-02-27,25.949503,32.312,20.512001,0,84,34,39099.41
2013-02-28,26.849503,34.212,20.312,0,91,32,39178.875
2013-03-01,28.7245,37.262,22.362,0,75,23,39192.832
2013-03-02,28.945335,37.712,22.012001,0,79,23,39277.688
2013-03-03,28.64533,38.612,22.012001,0,73,18,39366.35
2013-03-04,28.097414,34.912,21.512001,0,82,28,39458.746
2013-03-05,28.476583,37.612,21.662,0,78,16,39475.87
2013-03-06,28.991167,36.862,22.512001,0,77,20,39573.137
2013-03-07,28.659918,35.062,22.662,0,87,36,39507.32
2013-03-08,28.730751,34.512,24.062,0,93,40,39210.926
2013-03-09,28.622416,34.962,23.212,0,96,39,39360.52
